component_name	component_version	package_or_native_component	upstream_source	license_expression	selected_license_branch	authoritative_private_license_path	public_legal_file_path	legal_file_sha256	notice_path	artifacts	distribution_kind	inclusion_reason	exclusion_reason	verification_status
tracing-log	0.2.0	rust-package	https://crates.io/crates/tracing-log/0.2.0	MIT	MIT	licenses/tracing-log-0.2.0-LICENSE-MIT-1c4086d4f9-898b1ae9821e.txt	licenses/tracing-0.1.44-LICENSE-MIT-e043238a31-898b1ae9821e.txt	898b1ae9821e98daf8964c8d6c7f61641f5f5aa78ad500020771c0939ee0dea1		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:tracing_subscriber-> tracing-subscriber@0.3.23 -normal:tracing_log-> tracing-log@0.2.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
tracing-subscriber	0.3.23	rust-package	https://crates.io/crates/tracing-subscriber/0.3.23	MIT	MIT	licenses/tracing-subscriber-0.3.23-LICENSE-MIT-8418c5b257-898b1ae9821e.txt	licenses/tracing-0.1.44-LICENSE-MIT-e043238a31-898b1ae9821e.txt	898b1ae9821e98daf8964c8d6c7f61641f5f5aa78ad500020771c0939ee0dea1		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:tracing_subscriber-> tracing-subscriber@0.3.23. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
ttf-parser	0.25.1	rust-package	https://crates.io/crates/ttf-parser/0.25.1	MIT OR Apache-2.0	MIT	licenses/ttf-parser-0.25.1-LICENSE-MIT-MIT-9e873d4dc6-f3c9fe731c70.txt	licenses/ttf-parser-0.25.1-LICENSE-MIT-MIT-9e873d4dc6-f3c9fe731c70.txt	f3c9fe731c701ed77fd5fbaac573872af04dc5869385eb9bd5e3c73c42713814		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:egui-> egui@0.31.1 -normal:epaint-> epaint@0.31.1 -normal:ab_glyph-> ab_glyph@0.2.32 -normal:owned_ttf_parser-> owned_ttf_parser@0.25.1 -normal:ttf_parser-> ttf-parser@0.25.1. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
type-map	0.5.1	rust-package	https://crates.io/crates/type-map/0.5.1	MIT/Apache-2.0	MIT	licenses/type-map-0.5.1-LICENSE-MIT-MIT-f441e238e9-b47fb719a40d.txt	licenses/type-map-0.5.1-LICENSE-MIT-MIT-f441e238e9-b47fb719a40d.txt	b47fb719a40d9ef9c8e3be525c41ce129c46d613cfc96a91bddd7c19dcebf7a1		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:egui_wgpu-> egui-wgpu@0.31.1 -normal:type_map-> type-map@0.5.1. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
uds_windows	1.2.1	rust-package	https://crates.io/crates/uds_windows/1.2.1	MIT	NOT_SELECTED						TARGET_NOT_APPLICABLE		Locked for another target/optional graph but unreachable from production or dev roots on the four audited release targets. License expression verified from locally cached exact crate source uds_windows-1.2.1.	PASS
unicode-ident	1.0.24	rust-package	https://crates.io/crates/unicode-ident/1.0.24	(MIT OR Apache-2.0) AND Unicode-3.0	MIT,Unicode-3.0	licenses/unicode-ident-1.0.24-LICENSE-MIT-MIT-aefe80290e-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:zbus-> zbus@5.19.0 -normal:zbus_names-> zbus_names@4.3.4 -normal:zvariant-> zvariant@5.14.0 -normal:zvariant_utils-> zvariant_utils@4.0.0 -normal:proc_macro2-> proc-macro2@1.0.107 -normal:unicode_ident-> unicode-ident@1.0.24. Observed unit contexts: HOST_PROC_MACRO_SUPPORT,TARGET_LINKED_RUNTIME.		PASS
unicode-ident	1.0.24	rust-package	https://crates.io/crates/unicode-ident/1.0.24	(MIT OR Apache-2.0) AND Unicode-3.0	MIT,Unicode-3.0	licenses/unicode-ident-1.0.24-LICENSE-UNICODE-MIT-91f87237c6-f7db81051789.txt	licenses/unicode-ident-1.0.24-LICENSE-UNICODE-MIT-91f87237c6-f7db81051789.txt	f7db81051789b729fea528a63ec4c938fdcb93d9d61d97dc8cc2e9df6d47f2a1		arch-x86_64,el10-x86_64,fedora44-x86_64,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:zbus-> zbus@5.19.0 -normal:zbus_names-> zbus_names@4.3.4 -normal:zvariant-> zvariant@5.14.0 -normal:zvariant_utils-> zvariant_utils@4.0.0 -normal:proc_macro2-> proc-macro2@1.0.107 -normal:unicode_ident-> unicode-ident@1.0.24. Observed unit contexts: HOST_PROC_MACRO_SUPPORT,TARGET_LINKED_RUNTIME.		PASS
unicode-width	0.1.14	rust-package	https://crates.io/crates/unicode-width/0.1.14	MIT OR Apache-2.0	MIT	licenses/unicode-width-0.1.14-LICENSE-MIT-MIT-b651b6c6d5-7b63ecd5f190.txt	licenses/unicode-width-0.1.14-LICENSE-MIT-MIT-b651b6c6d5-7b63ecd5f190.txt	7b63ecd5f1902af1b63729947373683c32745c16a10e8e6292e2e2dcd7e90ae0		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:naga-> naga@24.0.0 -normal:codespan_reporting-> codespan-reporting@0.11.1 -normal:unicode_width-> unicode-width@0.1.14. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
unicode-xid	0.2.6	rust-package	https://crates.io/crates/unicode-xid/0.2.6	MIT OR Apache-2.0	MIT	licenses/unicode-xid-0.2.6-LICENSE-MIT-MIT-430511ebaf-7b63ecd5f190.txt	licenses/unicode-width-0.1.14-LICENSE-MIT-MIT-b651b6c6d5-7b63ecd5f190.txt	7b63ecd5f1902af1b63729947373683c32745c16a10e8e6292e2e2dcd7e90ae0		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:naga-> naga@24.0.0 -normal:unicode_xid-> unicode-xid@0.2.6. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
uuid	1.24.0	rust-package	https://crates.io/crates/uuid/1.24.0	Apache-2.0 OR MIT	MIT	licenses/uuid-1.24.0-LICENSE-MIT-MIT-c12d25f67d-436bc5a105d8.txt	licenses/uuid-1.24.0-LICENSE-MIT-MIT-c12d25f67d-436bc5a105d8.txt	436bc5a105d8e57dcd8778730f3754f7bf39c14d2f530e4cde4bd2d17a83ec3d		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:zbus-> zbus@5.19.0 -normal:uuid-> uuid@1.24.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
valuable	0.1.1	rust-package	https://crates.io/crates/valuable/0.1.1	MIT	NOT_SELECTED						TARGET_NOT_APPLICABLE		Locked for another target/optional graph but unreachable from production or dev roots on the four audited release targets. License expression verified from locally cached exact crate source valuable-0.1.1.	PASS
version-compare	0.1.1	rust-package	https://crates.io/crates/version-compare/0.1.1	MIT	NOT_SELECTED						HOST_BUILD_DEPENDENCY		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_display_sound-> mcraw4vulkan-display-sound@0.1.0 -normal:sdl2-> sdl2@0.38.0 -normal:sdl2_sys-> sdl2-sys@0.38.0 -build:version_compare-> version-compare@0.1.1. No independent target unit or generated-material proof.	PASS
version_check	0.9.5	rust-package	https://crates.io/crates/version_check/0.9.5	MIT/Apache-2.0	NOT_SELECTED						HOST_BUILD_DEPENDENCY		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -build:winresource-> winresource@0.1.31 -normal:version_check-> version_check@0.9.5. No independent target unit or generated-material proof.	PASS
Vulkan-Loader	1.4.350	native-component	https://github.com/KhronosGroup/Vulkan-Loader	Apache-2.0	Apache-2.0	licenses/Vulkan-Loader-1.4.350-LICENSE.txt-Apache-2_0-83ddfc5ec5-43c0a37e6a0f.txt	licenses/Vulkan-Loader-1.4.350-LICENSE.txt-Apache-2_0-83ddfc5ec5-43c0a37e6a0f.txt	43c0a37e6a0fa7ff3c843b3ec5a4fac84b712558ddac103fbd4c1649662a9ece		macos-universal	BUNDLED_DYNAMIC_LIBRARY	Vulkan SDK 1.4.350.1; arm64,x86_64 packaged SHA-256 467f1554d2a4a0598fa8680dcf27f6de7291b9530baf7d0b6b7e3bed629a1254; source SHA-256 092cdfd0699a1556c747ce6120b17202e02a7ba9406ba3b11ebd8029e285da44; install ID @loader_path/libvulkan.1.dylib Legal text source: https://github.com/KhronosGroup/Vulkan-Loader/blob/main/LICENSE.txt at revision 83ddfc5ec5ca64ddd1055cefa1559c568101075a; exact component license bytes, including its stated more-permissive file exceptions.		PASS
Vulkan-Loader	SYSTEM	native-component	https://github.com/KhronosGroup/Vulkan-Loader	NOT_DISTRIBUTED	NOT_APPLICABLE					arch-x86_64,fedora44-x86_64,el10-x86_64,ubuntu-amd64	SYSTEM_OR_PACKAGE_MANAGER_DEPENDENCY_NOT_DISTRIBUTED	Linux packaging requires the distribution Vulkan loader and forbids bundling it		PASS
Vulkan-Loader	SYSTEM	native-component	https://github.com/KhronosGroup/Vulkan-Loader	NOT_DISTRIBUTED	NOT_APPLICABLE					windows-x64	SYSTEM_DEPENDENCY_NOT_BUNDLED	No vulkan-1.dll occurs in the stage, generated WiX, MSI File table, or administrative extraction		PASS
wasm-bindgen	0.2.126	rust-package	https://crates.io/crates/wasm-bindgen/0.2.126	MIT OR Apache-2.0	NOT_SELECTED						TARGET_NOT_APPLICABLE		Locked for another target/optional graph but unreachable from production or dev roots on the four audited release targets. License expression verified from locally cached exact crates.io archive wasm-bindgen-0.2.126.crate.	PASS
wasm-bindgen-futures	0.4.76	rust-package	https://crates.io/crates/wasm-bindgen-futures/0.4.76	MIT OR Apache-2.0	NOT_SELECTED						TARGET_NOT_APPLICABLE		Locked for another target/optional graph but unreachable from production or dev roots on the four audited release targets. License expression verified from locally cached exact crates.io archive wasm-bindgen-futures-0.4.76.crate.	PASS
wasm-bindgen-macro	0.2.126	rust-package	https://crates.io/crates/wasm-bindgen-macro/0.2.126	MIT OR Apache-2.0	NOT_SELECTED						TARGET_NOT_APPLICABLE		Locked for another target/optional graph but unreachable from production or dev roots on the four audited release targets. License expression verified from locally cached exact crates.io archive wasm-bindgen-macro-0.2.126.crate.	PASS
wasm-bindgen-macro-support	0.2.126	rust-package	https://crates.io/crates/wasm-bindgen-macro-support/0.2.126	MIT OR Apache-2.0	NOT_SELECTED						TARGET_NOT_APPLICABLE		Locked for another target/optional graph but unreachable from production or dev roots on the four audited release targets. License expression verified from locally cached exact crates.io archive wasm-bindgen-macro-support-0.2.126.crate.	PASS
wasm-bindgen-shared	0.2.126	rust-package	https://crates.io/crates/wasm-bindgen-shared/0.2.126	MIT OR Apache-2.0	NOT_SELECTED						TARGET_NOT_APPLICABLE		Locked for another target/optional graph but unreachable from production or dev roots on the four audited release targets. License expression verified from locally cached exact crates.io archive wasm-bindgen-shared-0.2.126.crate.	PASS
web-sys	0.3.103	rust-package	https://crates.io/crates/web-sys/0.3.103	MIT OR Apache-2.0	NOT_SELECTED						TARGET_NOT_APPLICABLE		Locked for another target/optional graph but unreachable from production or dev roots on the four audited release targets. License expression verified from locally cached exact crates.io archive web-sys-0.3.103.crate.	PASS
web-time	1.1.0	rust-package	https://crates.io/crates/web-time/1.1.0	MIT OR Apache-2.0	MIT	licenses/web-time-1.1.0-LICENSE-MIT-MIT-dd69bde978-f428305bbf2e.txt	licenses/web-time-1.1.0-LICENSE-MIT-MIT-dd69bde978-f428305bbf2e.txt	f428305bbf2e70fbd807af0f3c7ac1b7acfb95311640f451e9d2e48db6d7e96b		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:egui_wgpu-> egui-wgpu@0.31.1 -normal:web_time-> web-time@1.1.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
wgpu	24.0.5	rust-package	https://crates.io/crates/wgpu/24.0.5	MIT OR Apache-2.0	MIT	licenses/wgpu-24.0.5-LICENSE.MIT-MIT-91f730e6db-c7fea58d1cfe.txt	licenses/naga-24.0.0-LICENSE.MIT-MIT-5df44094fa-c7fea58d1cfe.txt	c7fea58d1cfe49634cd92e54fc10a9d871f4b275321a4cd8c09e449122caaeb4		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME.		PASS
wgpu-core	24.0.5	rust-package	https://crates.io/crates/wgpu-core/24.0.5	MIT OR Apache-2.0	MIT	licenses/wgpu-core-24.0.5-LICENSE.MIT-MIT-7932513848-c7fea58d1cfe.txt	licenses/naga-24.0.0-LICENSE.MIT-MIT-5df44094fa-c7fea58d1cfe.txt	c7fea58d1cfe49634cd92e54fc10a9d871f4b275321a4cd8c09e449122caaeb4		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:wgc-> wgpu-core@24.0.5. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME.		PASS
wgpu-hal	24.0.4	rust-package	https://crates.io/crates/wgpu-hal/24.0.4	MIT OR Apache-2.0	MIT	licenses/wgpu-hal-24.0.4-LICENSE.APACHE-NOTICE-3ed0a567fb-93322bf14207.txt	licenses/wgpu-hal-24.0.4-LICENSE.APACHE-NOTICE-3ed0a567fb-93322bf14207.txt	93322bf14207312d2ac79c0dc02f97f4592bc3c72d9e1a4f6012c21a0f6d816d	licenses/wgpu-hal-24.0.4-LICENSE.APACHE-NOTICE-3ed0a567fb-93322bf14207.txt	arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME.		PASS
wgpu-hal	24.0.4	rust-package	https://crates.io/crates/wgpu-hal/24.0.4	MIT OR Apache-2.0	MIT	licenses/wgpu-hal-24.0.4-LICENSE.MIT-MIT-9e51935d97-c7fea58d1cfe.txt	licenses/naga-24.0.0-LICENSE.MIT-MIT-5df44094fa-c7fea58d1cfe.txt	c7fea58d1cfe49634cd92e54fc10a9d871f4b275321a4cd8c09e449122caaeb4		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME.		PASS
wgpu-hal	24.0.4	rust-package	https://crates.io/crates/wgpu-hal/24.0.4	MIT OR Apache-2.0	MIT	licenses/wgpu-hal-24.0.4-LICENSE.MIT-NOTICE-f07532d739-10b693f40602.txt	licenses/wgpu-hal-24.0.4-LICENSE.MIT-NOTICE-f07532d739-10b693f40602.txt	10b693f4060285108e21fbca779818813849a4bb52101b6ec0512e4b0750ba64	licenses/wgpu-hal-24.0.4-LICENSE.MIT-NOTICE-f07532d739-10b693f40602.txt	arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME.		PASS
wgpu-types	24.0.0	rust-package	https://crates.io/crates/wgpu-types/24.0.0	MIT OR Apache-2.0	MIT	licenses/wgpu-types-24.0.0-LICENSE.MIT-MIT-ed79365822-885bec93203d.txt	licenses/wgpu-types-24.0.0-LICENSE.MIT-MIT-ed79365822-885bec93203d.txt	885bec93203d42cd1e93c5b273626e1cf52b519a31fc49f45bd689f77ff62378		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:wgt-> wgpu-types@24.0.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
winapi	0.3.9	rust-package	https://crates.io/crates/winapi/0.3.9	MIT/Apache-2.0	NOT_SELECTED						TARGET_NOT_APPLICABLE		Locked for another target/optional graph but unreachable from production or dev roots on the four audited release targets. License expression verified from locally cached exact crate source winapi-0.3.9.	PASS
winapi-i686-pc-windows-gnu	0.4.0	rust-package	https://crates.io/crates/winapi-i686-pc-windows-gnu/0.4.0	MIT/Apache-2.0	NOT_SELECTED						TARGET_NOT_APPLICABLE		Locked for another target/optional graph but unreachable from production or dev roots on the four audited release targets. License expression verified from locally cached exact crate source winapi-i686-pc-windows-gnu-0.4.0.	PASS
winapi-util	0.1.11	rust-package	https://crates.io/crates/winapi-util/0.1.11	Unlicense OR MIT	MIT	licenses/winapi-util-0.1.11-COPYING-NOTICE-d74f74a2d9-01c266bced4a.txt	licenses/jiff-0.2.35-COPYING-NOTICE-e51ef4b4ac-01c266bced4a.txt	01c266bced4a434da0051174d6bee16a4c82cf634e2679b6155d40d75012390f	licenses/jiff-0.2.35-COPYING-NOTICE-e51ef4b4ac-01c266bced4a.txt	windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:naga-> naga@24.0.0 -normal:codespan_reporting-> codespan-reporting@0.11.1 -normal:termcolor-> termcolor@1.4.1 -normal:winapi_util-> winapi-util@0.1.11. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
winapi-util	0.1.11	rust-package	https://crates.io/crates/winapi-util/0.1.11	Unlicense OR MIT	MIT	licenses/winapi-util-0.1.11-LICENSE-MIT-MIT-3f092b03aa-cb3c929a05e6.txt	licenses/winapi-util-0.1.11-LICENSE-MIT-MIT-3f092b03aa-cb3c929a05e6.txt	cb3c929a05e6cbc9de9ab06a4c57eeb60ca8c724bef6c138c87d3a577e27aa14		windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:naga-> naga@24.0.0 -normal:codespan_reporting-> codespan-reporting@0.11.1 -normal:termcolor-> termcolor@1.4.1 -normal:winapi_util-> winapi-util@0.1.11. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
winapi-x86_64-pc-windows-gnu	0.4.0	rust-package	https://crates.io/crates/winapi-x86_64-pc-windows-gnu/0.4.0	MIT/Apache-2.0	NOT_SELECTED						TARGET_NOT_APPLICABLE		Locked for another target/optional graph but unreachable from production or dev roots on the four audited release targets. License expression verified from locally cached exact crate source winapi-x86_64-pc-windows-gnu-0.4.0.	PASS
windows	0.58.0	rust-package	https://crates.io/crates/windows/0.58.0	MIT OR Apache-2.0	MIT	licenses/windows-0.58.0-license-mit-MIT-b579a88e48-c2cfccb812fe.txt	licenses/windows-0.58.0-license-mit-MIT-b579a88e48-c2cfccb812fe.txt	c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383		windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:windows-> windows@0.58.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
windows	0.61.3	rust-package	https://crates.io/crates/windows/0.61.3	MIT OR Apache-2.0	MIT	licenses/windows-0.61.3-license-mit-MIT-22425c2886-c2cfccb812fe.txt	licenses/windows-0.58.0-license-mit-MIT-b579a88e48-c2cfccb812fe.txt	c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383		windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:winrt_notification-> tauri-winrt-notification@0.7.3 -normal:windows-> windows@0.61.3. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
windows-collections	0.2.0	rust-package	https://crates.io/crates/windows-collections/0.2.0	MIT OR Apache-2.0	MIT	licenses/windows-collections-0.2.0-license-mit-MIT-243b78f948-c2cfccb812fe.txt	licenses/windows-0.58.0-license-mit-MIT-b579a88e48-c2cfccb812fe.txt	c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383		windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:winrt_notification-> tauri-winrt-notification@0.7.3 -normal:windows-> windows@0.61.3 -normal:windows_collections-> windows-collections@0.2.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
windows-core	0.58.0	rust-package	https://crates.io/crates/windows-core/0.58.0	MIT OR Apache-2.0	MIT	licenses/windows-core-0.58.0-license-mit-MIT-f73af077f2-c2cfccb812fe.txt	licenses/windows-0.58.0-license-mit-MIT-b579a88e48-c2cfccb812fe.txt	c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383		windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:windows-> windows@0.58.0 -normal:windows_core-> windows-core@0.58.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
windows-core	0.61.2	rust-package	https://crates.io/crates/windows-core/0.61.2	MIT OR Apache-2.0	MIT	licenses/windows-core-0.61.2-license-mit-MIT-a77624793c-c2cfccb812fe.txt	licenses/windows-0.58.0-license-mit-MIT-b579a88e48-c2cfccb812fe.txt	c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383		windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:winrt_notification-> tauri-winrt-notification@0.7.3 -normal:windows-> windows@0.61.3 -normal:windows_collections-> windows-collections@0.2.0 -normal:windows_core-> windows-core@0.61.2. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
windows-future	0.2.1	rust-package	https://crates.io/crates/windows-future/0.2.1	MIT OR Apache-2.0	MIT	licenses/windows-future-0.2.1-license-mit-MIT-3f127ddb26-c2cfccb812fe.txt	licenses/windows-0.58.0-license-mit-MIT-b579a88e48-c2cfccb812fe.txt	c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383		windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:winrt_notification-> tauri-winrt-notification@0.7.3 -normal:windows-> windows@0.61.3 -normal:windows_future-> windows-future@0.2.1. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
windows-implement	0.58.0	rust-package	https://crates.io/crates/windows-implement/0.58.0	MIT OR Apache-2.0	NOT_SELECTED						HOST_PROC_MACRO		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:windows-> windows@0.58.0 -normal:windows_core-> windows-core@0.58.0 -normal:windows_implement-> windows-implement@0.58.0. No independent target unit or generated-material proof.	PASS
windows-implement	0.60.2	rust-package	https://crates.io/crates/windows-implement/0.60.2	MIT OR Apache-2.0	NOT_SELECTED						HOST_PROC_MACRO		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:winrt_notification-> tauri-winrt-notification@0.7.3 -normal:windows-> windows@0.61.3 -normal:windows_collections-> windows-collections@0.2.0 -normal:windows_core-> windows-core@0.61.2 -normal:windows_implement-> windows-implement@0.60.2. No independent target unit or generated-material proof.	PASS
windows-interface	0.58.0	rust-package	https://crates.io/crates/windows-interface/0.58.0	MIT OR Apache-2.0	NOT_SELECTED						HOST_PROC_MACRO		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:windows-> windows@0.58.0 -normal:windows_core-> windows-core@0.58.0 -normal:windows_interface-> windows-interface@0.58.0. No independent target unit or generated-material proof.	PASS
